ACCIDENT_NO,NODE_ID,COMPLEX_INT_NO
T20090022037,33759,5868
T20090022061,223441,2294
T20090022066,43419,6901
T20090022117,225952,9145
T20090022154,35588,6213
T20090022162,890,6631
T20090022205,41415,101219
T20090022268,221370,3164
T20090022518,29559,5327
T20090022550,36230,9419
T20090022604,39933,8971
T20090022649,42405,6190
T20090022651,224013,2224
T20090022676,43035,6526
T20090022718,44983,9234
T20090022842,43632,6686
T20090022848,45641,9263
T20090022856,40500,5586
T20090022863,57474,9545
T20090022905,57305,4161
T20090022953,43892,6864
T20090023109,35532,5664
T20090023137,224040,9575
T20090023197,54089,6240
T20090023230,40576,5670
T20090023331,70759,6549
T20090023348,72946,1264
T20090023418,224163,2055
T20090023477,39933,8971
T20090023481,38859,8726
T20090023527,38009,9278
T20090023568,52112,1171
T20090023633,56077,7739
T20090023670,42414,6258
T20090023738,41777,5899
T20090023849,37753,8690
T20090023896,35824,102907
T20090023960,45763,8921
T20090023976,37312,101792
T20090024046,48590,1006
T20090024059,40831,5652
T20090024076,40650,5595
T20090024158,36212,6564
T20090024270,29908,8606
T20090024305,37184,9572
T20090024341,1318,9102
T20090024377,56060,9073
T20090024396,48818,102029
T20090024409,43510,6951
T20090024480,38843,101658
T20090024483,40500,5586
T20090024518,224428,7109
T20090024537,39782,5347
T20090024644,44382,9718
T20090024687,42197,6313
T20090024711,29908,8606
T20090024742,43430,6973
T20090024801,224606,6189
T20090024849,45881,1030
T20090024875,44382,9718
T20090025002,54466,1266
T20090025007,43444,6941
T20090025086,44497,7786
T20090025191,892,6663
T20090025253,222615,9671
T20090025273,40205,5746
T20090025275,94,8644
T20090025305,36230,9419
T20090025320,41693,5977
T20090025329,39250,5422
T20090025388,41991,6068
T20090025418,38755,8723
T20090025428,49975,7726
T20090025572,42819,6563
T20090025598,612,5608
T20090025691,38242,8686
T20090025694,37174,9552
T20090025856,68737,100252
T20090025860,66331,100218
T20090025897,57753,2299
T20090025914,228087,7894
T20090025980,37019,6704
T20090025991,53517,8000
T20090026022,38892,5396
T20090026060,38145,9195
T20090026080,43033,6515
T20090026092,55589,5124
T20090026144,41843,5786
T20090026144,41843,5790
T20090026152,622,5762
T20090026171,15436,7852
T20090026176,225813,7612
T20090026198,224884,6189
T20090026213,57359,8773
T20090026291,225000,102910
T20090026341,1086,7146
T20090026364,627,5482
T20090026703,41874,5931
T20090026723,51071,3142
T20090026738,40613,5614
T20090026744,37838,9293
T20090026776,38688,9403
T20090026781,222023,6541
T20090026799,63429,9132
T20090026877,54305,2288
T20090026893,41236,101222
T20090026947,225238,7841
T20090026985,40894,5585
T20090027116,57471,9516
T20090027208,11397,9051
T20090027219,37362,8831
T20090027223,44047,8928
T20090027236,793,1000
T20090027236,793,6245
T20090027245,44443,7680
T20090027328,343,5292
T20090027353,223827,7851
T20090027385,43287,6699
T20090027411,225188,7781
T20090027447,234149,6229
T20090027621,37752,5602
T20090027672,43641,6730
T20090027716,1246,9208
T20090027718,106,6921
T20090027746,48100,100549
T20090027780,40894,5585
T20090027795,39532,5348
T20090027843,41684,6053
T20090027872,69323,6112
T20090027907,38220,8669
T20090027947,41991,6068
T20090028041,224821,7540
T20090028047,44621,8987
T20090028050,40388,5561
T20090028075,225470,5323
T20090028188,40191,5668
T20090028206,39557,5332
T20090028213,33759,5868
T20090028229,277153,5987
T20090028291,43270,6665
T20090028294,55791,6354
T20090028317,66574,9589
T20090028319,225511,9665
T20090028345,53345,7998
T20090028378,224128,1079
T20090028416,10592,1000
T20090028421,60791,102897
T20090028498,225560,6672
T20090028594,45002,9241
T20090028691,37793,9104
T20090028729,57354,8707
T20090028886,225552,7713
T20090028938,35619,6506
T20090028967,225605,5477
T20090029090,57700,8020
T20090029108,225402,7144
T20090029210,36210,9380
T20090029213,249,9522
T20090029294,36160,6944
T20090029335,225494,5796
T20090029354,36997,101916
T20090029367,601,5638
T20090029449,65383,5251
T20090029548,840,6575
T20090029626,37962,9095
T20090029796,48465,5436
T20090029834,232964,5771
T20090030104,44382,9718
T20090030111,48134,102816
T20090030134,490,5421
T20090030157,60593,4333
T20090030162,48598,8775
T20090030163,49188,1254
T20090030169,38993,5227
T20090030272,64733,5171
T20090030289,41905,5928
T20090030290,41819,6034
T20090030355,63159,9087
T20090030469,38056,9111
T20090030489,343,5292
T20090030507,306298,8853
T20090030624,46308,9105
T20090030738,15443,100290
T20090030739,46030,9700
T20090030776,35562,5981
T20090030793,225785,6182
T20090030865,44195,8919
T20090030912,225816,6424
T20090030977,225825,6618
T20090030991,40841,5659
T20090031100,233807,8908
T20090031189,44222,8626
T20090031327,41371,6146
T20090031500,41843,5786
T20090031500,41843,5790
T20090031625,44519,8771
T20090031635,49732,7643
T20090031662,64293,5121
T20090031720,43444,6941
T20090031732,29816,9249
T20090031746,35442,100165
T20090031764,39730,5176
T20090031782,35841,2307
T20090031801,534,5290
T20090031816,43875,6915
T20090031906,29877,6764
T20090032011,226109,8026
T20090032019,40500,5586
T20090032076,46152,7006
T20090032150,85,1005
T20090032154,226156,9493
T20090032190,53316,1194
T20090032197,48431,5449
T20090032199,38294,5097
T20090032300,64988,5198
T20090032309,38765,9343
T20090032377,45002,9241
T20090032429,225009,8707
T20090032492,85,1005
T20090032579,38938,5394
T20090032662,226234,8599
T20090032700,40906,5624
T20090032712,24378,6762
T20090032770,50179,7811
T20090032778,225933,6100
T20090032794,29746,6662
T20090032840,225952,9145
T20090032877,37597,9637
T20090032901,29887,1002
T20090032976,29435,8839
T20090033027,46819,9617
T20090033088,55168,9431
T20090033118,949,6964
T20090033135,792,6188
T20090033179,45019,9244
T20090033221,40385,5474
T20090033242,343,5292
T20090033334,1322,8768
T20090033497,52861,2368
T20090033573,41889,5960
T20090033586,51684,4180
T20090033591,53356,5006
T20090033607,29404,6679
T20090033815,32382,5743
T20090033852,226308,101904
T20090033862,226313,8901
T20090033975,227899,5879
T20090033979,226339,102036
T20090034046,42451,6172
T20090034053,50095,7768
T20090034069,229733,6096
T20090034086,15405,7722
T20090034157,1246,9208
T20090034176,840,6575
T20090034190,36757,5230
T20090034202,42818,6405
T20090034210,40376,5678
T20090034218,39559,5367
T20090034222,40110,101131
T20090034247,52933,2387
T20090034252,45879,6073
T20090034277,41116,9710
T20090034292,41765,5891
T20090034322,56459,8573
T20090034376,226093,6208
T20090034387,45002,9241
T20090034429,230118,9415
T20090034623,226203,100153
T20090034686,38572,8841
T20090034688,53316,1194
T20090034711,48996,9134
T20090034728,35611,6426
T20090034733,57290,3161
T20090034738,52069,1134
T20090034774,72356,1010
T20090034832,49788,101442
T20090034861,868,6542
T20090034916,45641,9263
T20090035010,29798,8982
T20090035023,221983,8721
T20090035045,36210,9380
T20090035125,42026,6219
T20090035163,29372,9309
T20090035212,343,5292
T20090035228,227283,5878
T20090035252,48662,5818
T20090035315,37697,5578
T20090035375,226619,5351
T20090035440,29796,8975
T20090035496,45641,9263
T20090035537,36248,6932
T20090035747,226402,101759
T20090035809,39728,9019
T20090035817,226420,5382
T20090035913,35567,5828
T20090035934,35714,9253
T20090035988,38482,5050
T20090036038,226470,100267
T20090036085,35726,5554
T20090036131,36997,101916
T20090036150,45002,9241
T20090036156,1178,6799
T20090036219,57285,3108
T20090036583,43634,6614
T20090036653,1323,8786
T20090036664,56989,6310
T20090036753,225511,9665
T20090036767,195,6438
T20090036814,39539,5260
T20090036866,35562,5981
T20090036924,587,5727
T20090036933,986,6708
T20090036968,793,1000
T20090036968,793,6245
T20090037034,44909,9229
T20090037070,43889,6869
T20090037176,44302,9678
T20090037221,36210,9380
T20090037251,44221,8620
T20090037273,47193,5937
T20090037293,39825,1018
T20090037320,535,5299
T20090037497,52722,2222
T20090037564,42451,6172
T20090037569,46543,1004
T20090037767,64209,5110
T20090038038,56495,100450
T20090038050,36552,5809
T20090038055,55848,5367
T20090038090,35413,5596
T20090038179,30025,4023
T20090038222,38688,9403
T20090038253,29870,9551
T20090038320,40863,5490
T20090038343,36997,101916
T20090038464,40093,9663
T20090038518,37888,9295
T20090038636,40849,5495
T20090038677,37690,5555
T20090038796,54399,5638
T20090038834,43662,8531
T20090038845,45130,9257
T20090038899,49123,9326
T20090038955,36212,6564
T20090039005,41271,5775
T20090039258,53179,6299
T20090039289,35520,5603
T20090039312,29438,9495
T20090039320,42183,6309
T20090039329,45554,9206
T20090039370,228138,8632
T20090039381,29813,9204
T20090039418,42181,6298
T20090039437,1248,8779
T20090039512,29372,9309
T20090039513,61642,2441
T20090039538,50218,7830
T20090039539,36789,6709
T20090039560,29372,9309
T20090039563,53345,7998
T20090039567,46502,5379
T20090039575,40564,5486
T20090039581,227010,102096
T20090039595,36997,101916
T20090039731,223441,2294
T20090039853,38056,9111
T20090039956,36798,9583
T20090040014,41244,8949
T20090040019,37712,9585
T20090040223,260,102903
T20090040283,228017,101666
T20090040298,35784,7797
T20090040344,612,5608
T20090040489,43567,7053
T20090040565,29877,6764
T20090040628,227564,4188
T20090040789,50013,7738
T20090040963,223467,6532
T20090040973,44317,9750
T20090040991,49453,4310
T20090041086,223339,7683
T20090041135,36261,9420
T20090041160,33698,5752
T20090041187,41873,5915
T20090041216,233875,6012
T20090041354,53878,9068
T20090041362,732,5853
T20090041367,39785,5416
T20090041409,37953,101070
T20090041431,29438,9495
T20090041442,35668,6736
T20090041443,62274,102721
T20090041479,39556,5310
T20090041631,35568,5880
T20090041659,45317,9109
T20090041760,60606,2264
T20090041769,41118,9707
T20090041800,35642,7050
T20090041803,54089,6240
T20090041892,44222,8626
T20090041949,49692,7631
T20090041990,29755,8696
T20090042055,40140,9699
T20090042065,230850,7740
T20090042092,37638,5568
T20090042274,36997,101916
T20090042278,221437,8736
T20090042460,42746,6367
T20090042504,29700,6568
T20090042509,40707,5521
T20090042578,46819,9617
T20090042669,51865,4090
T20090042687,50959,3090
T20090042707,38765,9343
T20090042877,49950,7718
T20090042982,49680,7621
T20090043064,932,6991
T20090043153,37683,5506
T20090043168,227572,9703
T20090043186,22510,2285
T20090043241,50647,7997
T20090043242,59866,4188
T20090043269,46031,5466
T20090043270,227833,100585
T20090043280,37764,8683
T20090043317,228035,7103
T20090043384,37019,6704
T20090043439,36210,9380
T20090043443,37703,5593
T20090043482,40189,5639
T20090043493,41814,5765
T20090043514,627,5482
T20090043654,239277,9740
T20090043702,57846,6573
T20090043717,42451,6172
T20090043802,43631,6666
T20090043806,228127,9141
T20090043831,36321,6357
T20090043841,52773,2288
T20090043878,63071,9066
T20090043896,15407,7742
T20090043927,46837,5566
T20090043929,64165,9232
T20090044099,53680,6284
T20090044170,50635,7992
T20090044173,36151,6142
T20090044183,227774,9402
T20090044214,41991,6068
T20090044240,29386,9310
T20090044313,44222,8626
T20090044339,52385,1188
T20090044347,54048,9390
T20090044354,40388,5561
T20090044399,230007,6900
T20090044423,47010,5393
T20090044483,343,5292
T20090044608,37532,9445
T20090044622,35642,7050
T20090044689,57661,7800
T20090044753,47884,5591
T20090044809,228064,1208
T20090044920,29464,9643
T20090044955,38694,8704
T20090045007,57573,6153
T20090045018,44633,9074
T20090045063,228602,5636
T20090045100,228245,7567
T20090045131,42451,6172
T20090045136,228078,2408
T20090045246,43549,6958
T20090045265,278557,6821
T20090045301,35862,8808
T20090045315,37273,6696
T20090045316,227971,9142
T20090045406,19365,4087
T20090045455,47892,9710
T20090045631,33759,5868
T20090045669,38155,9131
T20090045716,323,101853
T20090045748,36160,6944
T20090045773,277121,8582
T20090045853,127,8920
T20090045860,228037,101668
T20090045869,94,8644
T20090045948,36206,9344
T20090046043,37656,5571
T20090046061,43973,7093
T20090046065,73003,7099
T20090046121,228395,8880
T20090046166,40859,9027
T20090046224,44220,8616
T20090046342,22,9361
T20090046366,37911,9259
T20090046372,46658,101111
T20090046408,43152,6443
T20090046423,228296,8766
T20090046602,41797,5837
T20090046613,42816,6547
T20090046725,40093,9663
T20090046838,39558,5337
T20090046869,29448,9748
T20090046873,47000,9701
T20090046915,50027,7742
T20090046919,50245,7861
T20090046926,37583,9590
T20090046938,36150,5999
T20090046999,38294,5097
T20090047014,228490,9083
T20090047138,1248,8779
T20090047188,37297,9053
T20090047200,228556,8594
T20090047217,35588,6213
T20090047249,36210,9380
T20090047431,51246,3007
T20090047545,47010,5393
T20090047643,732,5853
T20090047645,64520,5147
T20090047679,53504,100290
T20090047690,37170,9552
T20090047725,53359,2307
T20090047743,228525,8924
T20090047756,36215,9410
T20090047846,29893,9389
T20090047855,43095,6381
T20090047875,50317,7928
T20090047911,41765,5891
T20090048072,229117,1235
T20090048073,43035,6526
T20090048085,29748,6728
T20090048156,39802,5405
T20090048224,36731,5747
T20090048238,40689,5662
T20090048288,36796,6629
T20090048298,56172,101833
T20090048388,43631,6666
T20090048391,43640,6682
T20090048459,230571,8985
T20090048480,44001,7079
T20090048514,29429,9539
T20090048554,46716,6009
T20090048582,229442,3217
T20090048587,72754,7024
T20090048609,228612,8970
T20090048645,40961,5457
T20090048673,234377,8721
T20090048822,232152,6972
T20090048823,60483,2220
T20090048960,37764,8683
T20090048966,1016,6855
T20090048974,228453,5548
T20090048976,228456,9430
T20090049094,42043,6196
T20090049147,228569,5858
T20090049156,44779,8960
T20090049253,64725,5170
T20090049268,57652,7741
T20090049345,713,6096
T20090049405,36528,5165
T20090049414,36397,7086
T20090049439,36548,6642
T20090049451,29364,9306
T20090049469,42746,6367
T20090049493,40035,9603
T20090049508,223351,6871
T20090049511,46134,6693
T20090049680,38572,8841
T20090049705,36220,9300
T20090049788,35342,9330
T20090049853,627,5482
T20090049913,221437,8736
T20090049937,231813,9178
T20090049964,29743,7064
T20090050030,226313,8901
T20090050049,713,6096
T20090050121,32860,6553
T20090050190,39557,5332
T20090050436,228894,1024
T20090050491,29416,9498
T20090050510,38263,5081
T20090050536,29573,5359
T20090050574,34021,5747
T20090050597,29999,2294
T20090050652,29549,5329
T20090050661,69137,6063
T20090050732,38578,9566
T20090051043,228688,6291
T20090051057,46359,5249
T20090051107,36321,6357
T20090051109,229226,1375
T20100000082,35431,1016
T20100000105,49903,101884
T20100000133,45885,6341
T20100000176,47686,7137
T20100000212,40613,5614
T20100000256,37496,5148
T20100000335,229384,1274
T20100000356,42744,6382
T20100000391,10592,1000
T20100000394,43632,6686
T20100000417,14344,6754
T20100000425,36796,6629
T20100000440,38989,5430
T20100000469,48996,9134
T20100000482,45885,6341
T20100000491,38662,102130
T20100000581,40238,5532
T20100000582,229132,1236
T20100000620,627,5482
T20100000621,48590,1006
T20100000689,29694,6537
T20100000703,44095,9008
T20100000728,41936,5879
T20100000730,66468,100321
T20100000812,67220,5601
T20100000840,793,1000
T20100000840,793,6245
T20100000885,67375,5645
T20100000919,635,5545
T20100000933,35627,6675
T20100000955,51864,4084
T20100000978,229336,9244
T20100000987,50326,7942
T20100001024,57542,5878
T20100001028,40961,5457
T20100001041,40612,5613
T20100001133,478,5278
T20100001280,42828,9061
