ACCIDENT_NO,SURFACE_COND,Surface Cond Desc,SURFACE_COND_SEQ
T20130001801,2,Wet,0
T20130001802,1,Dry,1
T20130001807,1,Dry,1
T20130001811,1,Dry,1
T20130001817,1,Dry,1
T20130001819,1,Dry,1
T20130001828,1,Dry,1
T20130001829,1,Dry,1
T20130001830,1,Dry,1
T20130001831,1,Dry,1
T20130001832,1,Dry,1
T20130001836,1,Dry,1
T20130001837,1,Dry,1
T20130001839,9,Unknown,1
T20130001840,9,Unknown,1
T20130001844,1,Dry,1
T20130001845,1,Dry,1
T20130001849,1,Dry,1
T20130001850,1,Dry,0
T20130001855,1,Dry,1
T20130001856,1,Dry,1
T20130001859,1,Dry,1
T20130001860,9,Unknown,1
T20130001862,1,Dry,1
T20130001863,1,Dry,1
T20130001864,1,Dry,1
T20130001865,1,Dry,1
T20130001867,1,Dry,1
T20130001868,1,Dry,1
T20130001869,1,Dry,1
T20130001870,1,Dry,1
T20130001874,1,Dry,1
T20130001875,1,Dry,1
T20130001876,5,Icy,1
T20130001877,2,Wet,1
T20130001878,1,Dry,1
T20130001880,1,Dry,1
T20130001881,1,Dry,1
T20130001882,1,Dry,1
T20130001884,1,Dry,1
T20130001890,1,Dry,1
T20130001891,1,Dry,1
T20130001894,1,Dry,1
T20130001895,1,Dry,1
T20130001896,1,Dry,1
T20130001897,1,Dry,1
T20130001899,1,Dry,1
T20130001903,1,Dry,1
T20130001904,1,Dry,0
T20130001906,1,Dry,1
T20130001907,1,Dry,1
T20130001910,1,Dry,1
T20130001914,1,Dry,1
T20130001916,1,Dry,1
T20130001917,1,Dry,0
T20130001918,1,Dry,1
T20130001919,1,Dry,1
T20130001922,1,Dry,1
T20130001926,2,Wet,1
T20130001930,1,Dry,1
T20130001934,1,Dry,1
T20130001935,1,Dry,1
T20130001936,1,Dry,1
T20130001937,1,Dry,1
T20130001939,1,Dry,1
T20130001942,1,Dry,1
T20130001946,1,Dry,1
T20130001950,1,Dry,1
T20130001952,1,Dry,1
T20130001953,2,Wet,1
T20130001954,1,Dry,1
T20130001958,2,Wet,1
T20130001959,1,Dry,1
T20130001964,1,Dry,1
T20130001967,1,Dry,1
T20130001969,1,Dry,1
T20130001970,1,Dry,1
T20130001971,1,Dry,1
T20130001973,1,Dry,0
T20130001974,1,Dry,1
T20130001978,1,Dry,1
T20130001979,1,Dry,0
T20130001981,1,Dry,1
T20130001985,1,Dry,1
T20130001986,1,Dry,1
T20130001988,1,Dry,1
T20130001990,1,Dry,1
T20130001992,1,Dry,1
T20130001994,2,Wet,1
T20130001997,1,Dry,1
T20130001999,1,Dry,1
T20130002000,1,Dry,1
T20130002002,1,Dry,1
T20130002004,1,Dry,1
T20130002005,1,Dry,1
T20130002006,1,Dry,1
T20130002008,1,Dry,1
T20130002009,1,Dry,1
T20130002010,1,Dry,1
T20130002011,1,Dry,1
T20130002012,1,Dry,1
T20130002015,1,Dry,1
T20130002016,1,Dry,1
T20130002018,1,Dry,1
T20130002021,9,Unknown,1
T20130002023,1,Dry,1
T20130002026,1,Dry,1
T20130002027,1,Dry,1
T20130002029,1,Dry,1
T20130002030,1,Dry,1
T20130002033,1,Dry,1
T20130002036,1,Dry,1
T20130002037,1,Dry,1
T20130002039,1,Dry,1
T20130002042,1,Dry,1
T20130002043,1,Dry,1
T20130002045,1,Dry,1
T20130002048,1,Dry,1
T20130002051,1,Dry,1
T20130002053,1,Dry,1
T20130002054,1,Dry,1
T20130002056,1,Dry,1
T20130002057,1,Dry,1
T20130002058,1,Dry,1
T20130002062,1,Dry,1
T20130002063,1,Dry,1
T20130002064,1,Dry,1
T20130002065,1,Dry,1
T20130002066,1,Dry,1
T20130002067,1,Dry,1
T20130002069,1,Dry,1
T20130002070,1,Dry,1
T20130002071,1,Dry,1
T20130002075,1,Dry,1
T20130002076,1,Dry,1
T20130002078,1,Dry,1
T20130002082,1,Dry,1
T20130002084,1,Dry,1
T20130002086,1,Dry,1
T20130002087,1,Dry,1
T20130002088,1,Dry,1
T20130002090,1,Dry,1
T20130002091,1,Dry,1
T20130002093,1,Dry,1
T20130002094,1,Dry,1
T20130002095,1,Dry,1
T20130002096,1,Dry,1
T20130002097,1,Dry,1
T20130002098,1,Dry,1
T20130002100,1,Dry,1
T20130002101,1,Dry,1
T20130002102,1,Dry,1
T20130002105,1,Dry,1
T20130002106,2,Wet,1
T20130002108,1,Dry,1
T20130002109,1,Dry,1
T20130002110,1,Dry,1
T20130002115,1,Dry,1
T20130002116,1,Dry,1
T20130002117,1,Dry,1
T20130002118,1,Dry,1
T20130002119,1,Dry,1
T20130002120,1,Dry,0
T20130002122,2,Wet,0
T20130002125,9,Unknown,1
T20130002127,1,Dry,1
T20130002128,1,Dry,1
T20130002129,1,Dry,1
T20130002130,1,Dry,1
T20130002131,9,Unknown,1
T20130002132,1,Dry,1
T20130002134,1,Dry,1
T20130002137,1,Dry,1
T20130002138,2,Wet,1
T20130002139,9,Unknown,1
T20130002141,1,Dry,1
T20130002149,1,Dry,1
T20130002150,2,Wet,1
T20130002151,1,Dry,1
T20130002153,2,Wet,1
T20130002156,1,Dry,1
T20130002157,1,Dry,1
T20130002158,1,Dry,0
T20130002159,2,Wet,1
T20130002160,2,Wet,1
T20130002161,2,Wet,0
T20130002162,2,Wet,1
T20130002163,2,Wet,1
T20130002165,1,Dry,1
T20130002166,2,Wet,1
T20130002167,1,Dry,1
T20130002170,9,Unknown,1
T20130002171,2,Wet,1
T20130002173,2,Wet,1
T20130002175,2,Wet,1
T20130002176,2,Wet,1
T20130002182,1,Dry,1
T20130002183,1,Dry,1
T20130002184,2,Wet,1
T20130002185,2,Wet,1
T20130002188,2,Wet,1
T20130002193,2,Wet,1
T20130002195,1,Dry,1
T20130002196,1,Dry,1
T20130002198,2,Wet,1
T20130002200,1,Dry,1
T20130002203,2,Wet,0
T20130002205,2,Wet,1
T20130002206,1,Dry,1
T20130002208,1,Dry,1
T20130002212,1,Dry,1
T20130002214,1,Dry,1
T20130002217,1,Dry,1
T20130002218,1,Dry,1
T20130002221,1,Dry,1
T20130002222,2,Wet,1
T20130002224,1,Dry,1
T20130002225,1,Dry,1
T20130002226,2,Wet,1
T20130002230,1,Dry,1
T20130002233,1,Dry,1
T20130002234,1,Dry,1
T20130002236,9,Unknown,1
T20130002240,1,Dry,1
T20130002241,1,Dry,1
T20130002242,2,Wet,1
T20130002244,9,Unknown,1
T20130002245,1,Dry,1
T20130002247,1,Dry,1
T20130002248,1,Dry,1
T20130002249,1,Dry,1
T20130002250,2,Wet,1
T20130002253,1,Dry,1
T20130002254,1,Dry,1
T20130002256,1,Dry,1
T20130002259,1,Dry,1
T20130002260,1,Dry,1
T20130002262,1,Dry,1
T20130002263,1,Dry,1
T20130002270,1,Dry,1
T20130002275,1,Dry,1
T20130002277,1,Dry,1
T20130002278,1,Dry,1
T20130002280,1,Dry,1
T20130002281,1,Dry,1
T20130002282,1,Dry,0
T20130002283,1,Dry,1
T20130002284,1,Dry,1
T20130002287,1,Dry,1
T20130002289,1,Dry,1
T20130002290,1,Dry,1
T20130002295,1,Dry,1
T20130002298,2,Wet,1
T20130002299,2,Wet,1
T20130002303,1,Dry,1
T20130002305,1,Dry,1
T20130002306,1,Dry,1
T20130002308,1,Dry,1
T20130002309,1,Dry,1
T20130002312,1,Dry,1
T20130002313,1,Dry,1
T20130002317,1,Dry,1
T20130002319,1,Dry,1
T20130002321,1,Dry,1
T20130002323,1,Dry,1
T20130002324,1,Dry,1
T20130002327,1,Dry,1
T20130002329,2,Wet,1
T20130002330,2,Wet,1
T20130002331,2,Wet,1
T20130002332,1,Dry,1
T20130002334,2,Wet,1
T20130002335,1,Dry,1
T20130002336,1,Dry,1
T20130002337,1,Dry,1
T20130002339,1,Dry,1
T20130002348,1,Dry,1
T20130002350,1,Dry,1
T20130002353,1,Dry,1
T20130002355,1,Dry,1
T20130002358,1,Dry,1
T20130002360,1,Dry,0
T20130002361,1,Dry,1
T20130002363,1,Dry,0
T20130002365,1,Dry,1
T20130002366,1,Dry,1
T20130002367,2,Wet,1
T20130002368,1,Dry,1
T20130002370,1,Dry,1
T20130002371,1,Dry,1
T20130002374,1,Dry,1
T20130002375,1,Dry,1
T20130002377,1,Dry,1
T20130002378,1,Dry,1
T20130002380,1,Dry,1
T20130002381,2,Wet,1
T20130002383,1,Dry,1
T20130002384,1,Dry,1
T20130002386,1,Dry,1
T20130002388,1,Dry,0
T20130002391,1,Dry,1
T20130002393,1,Dry,1
T20130002394,1,Dry,1
T20130002395,1,Dry,1
T20130002398,1,Dry,1
T20130002402,1,Dry,1
T20130002403,1,Dry,1
T20130002405,9,Unknown,1
T20130002406,1,Dry,1
T20130002407,1,Dry,1
T20130002408,1,Dry,1
T20130002409,1,Dry,1
T20130002414,1,Dry,1
T20130002415,1,Dry,1
T20130002418,9,Unknown,1
T20130002419,1,Dry,1
T20130002420,9,Unknown,1
T20130002422,1,Dry,1
T20130002423,1,Dry,1
T20130002424,9,Unknown,1
T20130002425,1,Dry,1
T20130002428,1,Dry,1
T20130002429,2,Wet,1
T20130002431,1,Dry,1
T20130002432,1,Dry,1
T20130002434,1,Dry,1
T20130002435,1,Dry,1
T20130002436,1,Dry,1
T20130002437,1,Dry,0
T20130002438,1,Dry,1
T20130002441,1,Dry,1
T20130002444,2,Wet,1
T20130002446,2,Wet,1
T20130002450,1,Dry,0
T20130002453,1,Dry,1
T20130002456,1,Dry,1
T20130002459,1,Dry,1
T20130002460,1,Dry,1
T20130002462,1,Dry,1
T20130002464,1,Dry,1
T20130002465,1,Dry,0
T20130002469,1,Dry,1
T20130002472,1,Dry,1
T20130002473,1,Dry,1
T20130002474,1,Dry,1
T20130002476,1,Dry,1
T20130002477,1,Dry,1
T20130002478,1,Dry,1
T20130002479,1,Dry,1
T20130002480,1,Dry,1
T20130002481,1,Dry,1
T20130002483,1,Dry,1
T20130002484,1,Dry,1
T20130002487,1,Dry,1
T20130002493,1,Dry,1
T20130002495,1,Dry,1
T20130002497,1,Dry,1
T20130002500,1,Dry,0
T20130002504,1,Dry,1
T20130002505,1,Dry,1
T20130002506,1,Dry,1
T20130002507,1,Dry,1
T20130002508,1,Dry,1
T20130002510,1,Dry,1
T20130002511,2,Wet,1
T20130002512,1,Dry,1
T20130002513,1,Dry,1
T20130002516,1,Dry,1
T20130002518,1,Dry,1
T20130002519,1,Dry,1
T20130002524,9,Unknown,1
T20130002526,1,Dry,1
T20130002527,1,Dry,1
T20130002528,1,Dry,1
T20130002531,1,Dry,1
T20130002535,1,Dry,1
T20130002536,1,Dry,1
T20130002537,1,Dry,1
T20130002538,1,Dry,1
T20130002539,1,Dry,1
T20130002541,1,Dry,1
T20130002542,1,Dry,1
T20130002544,1,Dry,1
T20130002545,1,Dry,1
T20130002546,1,Dry,1
T20130002548,1,Dry,1
T20130002550,1,Dry,1
T20130002551,1,Dry,1
T20130002552,1,Dry,1
T20130002553,1,Dry,1
T20130002554,1,Dry,1
T20130002556,1,Dry,1
T20130002558,1,Dry,1
T20130002559,1,Dry,0
T20130002560,1,Dry,1
T20130002563,1,Dry,1
T20130002566,1,Dry,1
T20130002567,1,Dry,1
T20130002568,1,Dry,1
T20130002569,1,Dry,1
T20130002570,1,Dry,1
T20130002576,1,Dry,1
T20130002577,1,Dry,1
T20130002578,1,Dry,1
T20130002580,1,Dry,1
T20130002581,1,Dry,1
T20130002582,1,Dry,1
T20130002586,1,Dry,1
T20130002588,1,Dry,1
T20130002589,9,Unknown,1
T20130002590,1,Dry,1
T20130002592,1,Dry,1
T20130002593,1,Dry,1
T20130002596,1,Dry,1
T20130002601,1,Dry,1
T20130002602,1,Dry,1
T20130002604,1,Dry,1
T20130002605,1,Dry,1
T20130002607,1,Dry,1
T20130002611,1,Dry,1
T20130002612,1,Dry,1
T20130002614,1,Dry,1
T20130002616,1,Dry,1
T20130002617,1,Dry,1
T20130002618,1,Dry,1
T20130002619,1,Dry,1
T20130002620,1,Dry,1
T20130002621,1,Dry,1
T20130002622,1,Dry,1
T20130002624,1,Dry,1
T20130002625,1,Dry,1
T20130002627,1,Dry,1
T20130002630,1,Dry,1
T20130002632,1,Dry,1
T20130002633,1,Dry,1
T20130002634,1,Dry,1
T20130002637,1,Dry,1
T20130002638,1,Dry,0
T20130002639,1,Dry,1
T20130002641,1,Dry,1
T20130002642,1,Dry,1
T20130002645,1,Dry,1
T20130002650,1,Dry,1
T20130002651,1,Dry,1
T20130002653,1,Dry,1
T20130002654,1,Dry,1
T20130002656,1,Dry,1
T20130002658,1,Dry,1
T20130002659,1,Dry,1
T20130002660,1,Dry,1
T20130002661,1,Dry,1
T20130002669,1,Dry,1
T20130002670,1,Dry,1
T20130002671,1,Dry,1
T20130002672,1,Dry,1
T20130002675,1,Dry,1
T20130002677,1,Dry,1
T20130002678,1,Dry,1
T20130002681,1,Dry,1
T20130002684,1,Dry,1
T20130002685,1,Dry,1
T20130002686,1,Dry,1
T20130002687,1,Dry,1
T20130002688,1,Dry,1
T20130002689,1,Dry,1
T20130002694,1,Dry,1
T20130002695,1,Dry,1
T20130002696,2,Wet,1
T20130002698,1,Dry,1
T20130002701,1,Dry,1
T20130002706,1,Dry,1
T20130002707,1,Dry,1
T20130002710,1,Dry,1
T20130002712,1,Dry,1
T20130002714,1,Dry,1
T20130002715,9,Unknown,1
T20130002716,9,Unknown,1
T20130002717,1,Dry,1
T20130002720,1,Dry,1
T20130002722,2,Wet,1
T20130002723,1,Dry,1
T20130002726,1,Dry,1
T20130002728,1,Dry,1
T20130002730,1,Dry,1
T20130002731,9,Unknown,1
T20130002732,1,Dry,1
T20130002736,1,Dry,1
T20130002737,1,Dry,1
T20130002739,1,Dry,1
T20130002740,1,Dry,1
T20130002742,1,Dry,1
T20130002744,1,Dry,1
T20130002745,1,Dry,1
T20130002748,2,Wet,1
T20130002749,1,Dry,1
T20130002752,1,Dry,1
T20130002753,1,Dry,1
T20130002756,1,Dry,1
T20130002758,1,Dry,1
T20130002760,1,Dry,1
T20130002762,1,Dry,1
T20130002767,1,Dry,1
T20130002768,1,Dry,1
T20130002769,1,Dry,1
T20130002770,1,Dry,1
T20130002771,1,Dry,0
T20130002772,1,Dry,1
T20130002774,9,Unknown,1
T20130002775,1,Dry,1
T20130002777,1,Dry,1
T20130002778,1,Dry,1
T20130002786,1,Dry,1
T20130002787,1,Dry,1
T20130002789,1,Dry,1
T20130002790,1,Dry,1
T20130002791,1,Dry,1
T20130002794,1,Dry,1
T20130002797,1,Dry,1
T20130002798,1,Dry,1
T20130002799,1,Dry,1
T20130002802,1,Dry,1
T20130002804,1,Dry,1
T20130002805,1,Dry,1
T20130002806,1,Dry,1
T20130002807,1,Dry,1
T20130002808,1,Dry,1
T20130002809,9,Unknown,0
T20130002810,1,Dry,1
T20130002813,1,Dry,1
T20130002814,1,Dry,1
T20130002815,1,Dry,1
T20130002823,1,Dry,1
T20130002824,1,Dry,1
T20130002826,1,Dry,1
T20130002827,1,Dry,1
T20130002832,1,Dry,1
T20130002833,1,Dry,1
T20130002834,1,Dry,1
T20130002837,1,Dry,1
T20130002838,2,Wet,1
T20130002839,2,Wet,1
T20130002840,1,Dry,1
T20130002848,1,Dry,1
T20130002849,1,Dry,1
T20130002850,1,Dry,1
T20130002852,1,Dry,1
T20130002853,1,Dry,0
T20130002855,1,Dry,1
T20130002856,1,Dry,1
T20130002857,1,Dry,1
T20130002858,1,Dry,1
T20130002860,1,Dry,1
T20130002861,1,Dry,1
T20130002864,1,Dry,1
T20130002866,1,Dry,0
T20130002867,1,Dry,1
T20130002869,1,Dry,1
T20130002870,1,Dry,1
T20130002871,1,Dry,1
T20130002872,1,Dry,1
T20130002874,1,Dry,1
T20130002875,1,Dry,1
T20130002877,1,Dry,1
T20130002878,1,Dry,1
T20130002879,1,Dry,1
T20130002880,1,Dry,1
T20130002882,1,Dry,1
T20130002884,1,Dry,1
T20130002885,1,Dry,1
T20130002886,1,Dry,1
T20130002888,1,Dry,1
T20130002890,1,Dry,1
T20130002892,9,Unknown,1
T20130002893,1,Dry,1
T20130002894,1,Dry,1
T20130002895,1,Dry,1
T20130002896,1,Dry,1
T20130002897,1,Dry,1
T20130002900,1,Dry,1
T20130002901,1,Dry,1
T20130002902,1,Dry,1
T20130002904,1,Dry,1
T20130002906,9,Unknown,1
T20130002907,1,Dry,1
T20130002908,1,Dry,1
T20130002910,2,Wet,1
T20130002911,1,Dry,1
T20130002912,1,Dry,1
T20130002914,1,Dry,0
T20130002916,1,Dry,1
T20130002917,1,Dry,1
T20130002919,1,Dry,1
T20130002920,1,Dry,1
T20130002923,1,Dry,1
T20130002924,1,Dry,1
T20130002925,1,Dry,1
T20130002926,9,Unknown,1
T20130002927,1,Dry,1
T20130002932,1,Dry,1
T20130002933,1,Dry,1
T20130002938,1,Dry,1
T20130002939,1,Dry,1
T20130002944,1,Dry,1
T20130002945,1,Dry,1
T20130002946,1,Dry,1
T20130002947,1,Dry,1
T20130002951,1,Dry,1
T20130002952,1,Dry,1
T20130002953,1,Dry,1
T20130002955,1,Dry,1
T20130002956,1,Dry,1
T20130002959,1,Dry,1
T20130002960,1,Dry,1
T20130002963,1,Dry,1
T20130002969,1,Dry,1
T20130002971,1,Dry,1
T20130002975,1,Dry,1
T20130002976,1,Dry,1
T20130002978,1,Dry,1
T20130002983,1,Dry,1
T20130002984,1,Dry,1
T20130002985,1,Dry,1
T20130002986,1,Dry,1
T20130002987,1,Dry,1
T20130002988,1,Dry,1
T20130002990,1,Dry,1
T20130002991,1,Dry,1
T20130002992,9,Unknown,1
T20130002995,1,Dry,1
T20130003000,1,Dry,1
T20130003001,9,Unknown,1
T20130003003,1,Dry,1
T20130003009,1,Dry,1
T20130003014,1,Dry,1
T20130003015,1,Dry,1
T20130003018,1,Dry,1
T20130003019,1,Dry,1
T20130003021,1,Dry,1
T20130003022,9,Unknown,1
T20130003023,1,Dry,1
T20130003024,1,Dry,1
T20130003025,1,Dry,1
T20130003028,1,Dry,1
T20130003032,1,Dry,1
T20130003033,1,Dry,1
T20130003034,1,Dry,1
T20130003035,1,Dry,1
T20130003037,1,Dry,1
T20130003042,1,Dry,1
T20130003044,1,Dry,1
T20130003046,1,Dry,1
T20130003047,1,Dry,1
T20130003048,1,Dry,1
T20130003050,1,Dry,1
T20130003053,1,Dry,1
T20130003054,1,Dry,1
T20130003055,1,Dry,1
T20130003058,1,Dry,1
T20130003059,1,Dry,1
T20130003060,1,Dry,1
T20130003061,9,Unknown,1
T20130003063,1,Dry,1
T20130003064,1,Dry,1
T20130003067,1,Dry,1
T20130003069,1,Dry,1
T20130003072,1,Dry,1
T20130003074,9,Unknown,1
T20130003076,1,Dry,1
T20130003079,1,Dry,1
T20130003083,1,Dry,1
T20130003084,1,Dry,1
T20130003085,1,Dry,1
T20130003088,1,Dry,1
T20130003089,1,Dry,1
T20130003090,1,Dry,1
T20130003092,1,Dry,1
T20130003098,1,Dry,1
T20130003099,1,Dry,1
T20130003100,1,Dry,1
T20130003101,1,Dry,1
T20130003102,1,Dry,1
T20130003103,1,Dry,1
T20130003105,1,Dry,1
T20130003107,1,Dry,1
T20130003114,1,Dry,1
T20130003115,1,Dry,1
T20130003116,1,Dry,1
T20130003117,9,Unknown,1
T20130003119,1,Dry,1
T20130003121,1,Dry,0
T20130003123,1,Dry,1
T20130003125,1,Dry,1
T20130003126,1,Dry,1
T20130003127,1,Dry,1
T20130003128,1,Dry,1
T20130003129,1,Dry,1
T20130003131,1,Dry,1
T20130003133,1,Dry,1
T20130003136,1,Dry,1
T20130003137,1,Dry,1
T20130003139,1,Dry,1
T20130003140,1,Dry,1
T20130003141,1,Dry,1
T20130003143,1,Dry,1
T20130003145,1,Dry,1
T20130003149,1,Dry,1
T20130003151,1,Dry,1
T20130003153,9,Unknown,1
T20130003156,1,Dry,1
T20130003158,1,Dry,1
T20130003159,2,Wet,1
T20130003160,1,Dry,1
T20130003161,9,Unknown,1
T20130003166,1,Dry,1
T20130003168,1,Dry,1
T20130003169,9,Unknown,1
T20130003171,1,Dry,1
T20130003173,1,Dry,1
T20130003174,1,Dry,1
T20130003175,1,Dry,1
T20130003176,1,Dry,1
T20130003178,1,Dry,1
T20130003179,1,Dry,1
T20130003181,1,Dry,1
T20130003182,1,Dry,1
T20130003184,1,Dry,1
T20130003186,1,Dry,1
T20130003189,1,Dry,1
T20130003191,1,Dry,1
T20130003192,1,Dry,1
T20130003193,1,Dry,0
T20130003195,1,Dry,1
T20130003197,1,Dry,1
T20130003198,1,Dry,1
T20130003201,1,Dry,1
T20130003202,1,Dry,1
T20130003203,1,Dry,1
T20130003204,1,Dry,1
T20130003205,1,Dry,1
T20130003209,1,Dry,1
T20130003211,1,Dry,1
T20130003214,1,Dry,1
T20130003215,2,Wet,1
T20130003216,1,Dry,1
T20130003221,1,Dry,1
T20130003222,1,Dry,1
T20130003223,1,Dry,1
T20130003225,1,Dry,1
T20130003226,1,Dry,1
T20130003228,2,Wet,1
T20130003231,1,Dry,1
T20130003233,1,Dry,1
T20130003234,1,Dry,1
T20130003236,1,Dry,1
T20130003239,1,Dry,1
T20130003241,2,Wet,1
T20130003242,1,Dry,0
T20130003245,1,Dry,1
T20130003246,1,Dry,1
T20130003248,1,Dry,1
T20130003249,1,Dry,1
T20130003250,1,Dry,0
T20130003252,1,Dry,1
T20130003253,1,Dry,1
T20130003255,1,Dry,1
T20130003256,9,Unknown,0
T20130003259,1,Dry,1
T20130003260,1,Dry,1
T20130003261,1,Dry,1
T20130003263,1,Dry,1
T20130003264,1,Dry,1
T20130003265,2,Wet,1
T20130003268,1,Dry,1
T20130003269,1,Dry,1
T20130003270,2,Wet,1
T20130003272,1,Dry,1
T20130003274,1,Dry,1
T20130003275,1,Dry,1
T20130003278,1,Dry,1
T20130003279,1,Dry,1
T20130003280,1,Dry,1
T20130003283,1,Dry,1
T20130003284,1,Dry,1
T20130003285,1,Dry,1
T20130003287,1,Dry,1
T20130003288,1,Dry,1
T20130003292,1,Dry,1
T20130003296,1,Dry,1
T20130003299,1,Dry,1
T20130003301,1,Dry,1
T20130003302,1,Dry,1
T20130003303,1,Dry,1
T20130003304,1,Dry,1
T20130003305,1,Dry,1
T20130003306,1,Dry,1
T20130003307,1,Dry,1
T20130003308,1,Dry,1
T20130003309,1,Dry,1
T20130003312,1,Dry,1
T20130003313,1,Dry,1
T20130003314,9,Unknown,1
T20130003315,1,Dry,0
T20130003317,1,Dry,1
T20130003319,1,Dry,1
T20130003320,1,Dry,1
T20130003321,1,Dry,1
T20130003322,1,Dry,1
T20130003323,1,Dry,1
T20130003325,1,Dry,1
T20130003326,1,Dry,1
T20130003328,1,Dry,1
T20130003332,1,Dry,1
T20130003335,1,Dry,1
T20130003338,1,Dry,1
T20130003339,1,Dry,1
T20130003341,1,Dry,1
T20130003344,1,Dry,1
T20130003348,1,Dry,1
T20130003349,1,Dry,1
T20130003352,9,Unknown,1
T20130003358,1,Dry,1
T20130003360,1,Dry,1
T20130003362,1,Dry,1
T20130003364,1,Dry,0
T20130003368,1,Dry,1
T20130003369,1,Dry,1
T20130003370,1,Dry,1
T20130003371,1,Dry,1
T20130003372,1,Dry,1
T20130003374,1,Dry,1
T20130003377,1,Dry,1
T20130003380,1,Dry,1
T20130003382,1,Dry,1
T20130003383,1,Dry,1
T20130003384,1,Dry,1
T20130003385,1,Dry,1
T20130003387,1,Dry,1
T20130003390,1,Dry,1
T20130003391,1,Dry,0
T20130003394,1,Dry,1
T20130003395,1,Dry,1
T20130003396,1,Dry,1
T20130003399,1,Dry,1
T20130003400,1,Dry,1
T20130003401,1,Dry,1
T20130003402,1,Dry,0
T20130003404,1,Dry,1
T20130003405,1,Dry,1
T20130003407,1,Dry,1
T20130003410,1,Dry,1
T20130003413,1,Dry,0
T20130003415,1,Dry,1
T20130003419,1,Dry,1
T20130003422,2,Wet,1
T20130003424,1,Dry,1
T20130003426,1,Dry,1
T20130003427,1,Dry,1
T20130003428,1,Dry,1
T20130003433,1,Dry,1
T20130003435,1,Dry,1
T20130003436,1,Dry,1
T20130003437,1,Dry,1
T20130003440,1,Dry,1
T20130003441,1,Dry,1
T20130003444,1,Dry,1
T20130003447,1,Dry,1
T20130003448,1,Dry,1
T20130003449,1,Dry,1
T20130003451,1,Dry,1
T20130003452,1,Dry,1
T20130003453,1,Dry,1
T20130003455,1,Dry,1
T20130003456,1,Dry,1
T20130003457,9,Unknown,1
T20130003458,1,Dry,1
T20130003460,1,Dry,0
T20130003464,1,Dry,1
T20130003466,1,Dry,1
T20130003467,1,Dry,1
T20130003470,1,Dry,0
T20130003471,1,Dry,1
T20130003476,1,Dry,1
T20130003477,1,Dry,1
T20130003478,1,Dry,1
T20130003483,1,Dry,1
T20130003485,1,Dry,1
T20130003489,1,Dry,1
T20130003490,1,Dry,1
T20130003491,1,Dry,1
T20130003492,1,Dry,1
T20130003493,9,Unknown,1
T20130003496,1,Dry,1
T20130003497,1,Dry,1
T20130003499,1,Dry,1
T20130003500,1,Dry,1
T20130003501,1,Dry,1
T20130003502,1,Dry,1
T20130003504,1,Dry,1
T20130003508,1,Dry,1
T20130003509,1,Dry,1
T20130003510,1,Dry,0
T20130003511,1,Dry,1
T20130003512,1,Dry,1
T20130003513,1,Dry,1
T20130003514,1,Dry,1
T20130003517,1,Dry,1
T20130003519,1,Dry,1
T20130003520,1,Dry,1
T20130003522,1,Dry,1
T20130003524,1,Dry,1
T20130003525,1,Dry,1
T20130003526,2,Wet,1
T20130003528,1,Dry,1
T20130003531,1,Dry,1
T20130003532,1,Dry,1
T20130003534,1,Dry,1
T20130003535,1,Dry,1
T20130003536,1,Dry,1
T20130003540,1,Dry,1
T20130003542,1,Dry,1
T20130003545,2,Wet,1
T20130003547,1,Dry,1
T20130003552,2,Wet,0
T20130003554,1,Dry,1
T20130003555,9,Unknown,1
T20130003560,1,Dry,1
T20130003562,1,Dry,1
T20130003567,1,Dry,1
T20130003568,1,Dry,1
T20130003569,1,Dry,1
T20130003571,1,Dry,1
T20130003572,1,Dry,1
T20130003573,1,Dry,1
T20130003575,1,Dry,1
T20130003579,1,Dry,1
T20130003580,1,Dry,1
T20130003581,1,Dry,1
T20130003582,1,Dry,1
T20130003583,1,Dry,1
T20130003584,1,Dry,1
T20130003585,1,Dry,1
T20130003586,1,Dry,1
T20130003587,2,Wet,1
T20130003588,1,Dry,1
T20130003590,2,Wet,1
T20130003591,1,Dry,1
T20130003592,1,Dry,1
T20130003593,1,Dry,1
T20130003594,1,Dry,1
T20130003595,1,Dry,1
T20130003596,1,Dry,1
T20130003599,1,Dry,1
T20130003601,1,Dry,1
T20130003603,1,Dry,1
T20130003604,1,Dry,1
T20130003605,1,Dry,1
T20130003607,1,Dry,1
T20130003608,1,Dry,1
T20130003609,1,Dry,1
T20130003610,1,Dry,1
T20130003611,1,Dry,1
T20130003612,1,Dry,1
T20130003613,1,Dry,1
T20130003614,9,Unknown,1
T20130003619,1,Dry,1
T20130003623,1,Dry,1
T20130003626,1,Dry,1
T20130003627,1,Dry,1
T20130003629,1,Dry,1
T20130003630,1,Dry,1
T20130003632,1,Dry,1
T20130003634,1,Dry,1
T20130003635,1,Dry,1
T20130003636,1,Dry,1
T20130003637,1,Dry,1
T20130003638,1,Dry,1
T20130003639,1,Dry,1
T20130003642,1,Dry,1
T20130003643,1,Dry,1
T20130003645,1,Dry,1
T20130003646,1,Dry,1
T20130003648,1,Dry,1
T20130003649,2,Wet,1
T20130003650,1,Dry,1
T20130003655,1,Dry,1
T20130003656,1,Dry,1
T20130003657,1,Dry,1
T20130003658,1,Dry,1
T20130003662,1,Dry,1
T20130003664,1,Dry,1
T20130003666,1,Dry,1
T20130003670,1,Dry,1
T20130003673,1,Dry,1
T20130003674,1,Dry,1
